region,trending_date,category_title,videos_count
Japan,2018-02-27,Pets & Animals,14
Japan,2018-02-28,Pets & Animals,24
Japan,2018-03-01,Pets & Animals,18
Japan,2018-03-02,Pets & Animals,20
Japan,2018-03-03,Pets & Animals,20
Japan,2018-03-04,Pets & Animals,16
Japan,2018-03-05,Pets & Animals,20
Japan,2018-03-06,Pets & Animals,18
Japan,2018-03-07,Pets & Animals,36
Japan,2018-03-08,Pets & Animals,16
Japan,2018-03-09,Pets & Animals,26
Japan,2018-03-10,Pets & Animals,20
Japan,2018-03-11,Pets & Animals,16
Japan,2018-03-12,Pets & Animals,2
Japan,2018-03-13,Pets & Animals,10
Japan,2018-03-14,Pets & Animals,10
Japan,2018-03-16,Pets & Animals,18
Japan,2018-03-17,Pets & Animals,16
Japan,2018-03-18,Pets & Animals,8
Japan,2018-03-19,Pets & Animals,18
Japan,2018-03-20,Pets & Animals,8
Japan,2018-03-21,Pets & Animals,4
Japan,2018-03-22,Pets & Animals,16
Japan,2018-03-23,Pets & Animals,24
Japan,2018-03-24,Pets & Animals,12
Japan,2018-03-25,Pets & Animals,6
Japan,2018-03-26,Pets & Animals,8
Japan,2018-03-27,Pets & Animals,16
Japan,2018-03-29,Pets & Animals,30
Japan,2018-03-30,Pets & Animals,18
Japan,2018-03-31,Pets & Animals,8
Japan,2018-04-01,Pets & Animals,14
Japan,2018-04-02,Pets & Animals,8
Japan,2018-04-03,Pets & Animals,18
Japan,2018-04-04,Pets & Animals,16
Japan,2018-04-05,Pets & Animals,6
Japan,2018-04-06,Pets & Animals,12
Japan,2018-04-07,Pets & Animals,14
Japan,2018-04-14,Pets & Animals,10
Japan,2018-04-15,Pets & Animals,10
Japan,2018-04-16,Pets & Animals,8
Japan,2018-04-17,Pets & Animals,20
Japan,2018-04-18,Pets & Animals,18
Japan,2018-04-19,Pets & Animals,16
Japan,2018-04-20,Pets & Animals,28
Japan,2018-04-21,Pets & Animals,16
Japan,2018-04-22,Pets & Animals,14
Japan,2018-04-23,Pets & Animals,14
Japan,2018-04-24,Pets & Animals,30
Japan,2018-04-25,Pets & Animals,22
Japan,2018-04-26,Pets & Animals,32
Japan,2018-04-27,Pets & Animals,18
Japan,2018-04-28,Pets & Animals,14
Japan,2018-04-29,Pets & Animals,14
Japan,2018-04-30,Pets & Animals,24
Japan,2018-05-01,Pets & Animals,20
Japan,2018-05-02,Pets & Animals,24
Japan,2018-05-03,Pets & Animals,12
Japan,2018-05-04,Pets & Animals,14
Japan,2018-05-05,Pets & Animals,4
Japan,2018-05-06,Pets & Animals,30
Japan,2018-05-07,Pets & Animals,20
Japan,2018-05-08,Pets & Animals,20
Japan,2018-05-09,Pets & Animals,22
Japan,2018-05-10,Pets & Animals,18
Japan,2018-05-11,Pets & Animals,18
Japan,2018-05-12,Pets & Animals,16
Japan,2018-05-13,Pets & Animals,22
Japan,2018-05-14,Pets & Animals,16
Japan,2018-05-15,Pets & Animals,34
Japan,2018-05-16,Pets & Animals,32
Japan,2018-05-17,Pets & Animals,12
Japan,2018-05-18,Pets & Animals,48
Japan,2018-05-19,Pets & Animals,8
Japan,2018-05-21,Pets & Animals,16
Japan,2018-05-22,Pets & Animals,24
Japan,2018-05-23,Pets & Animals,16
Japan,2018-05-24,Pets & Animals,16
Japan,2018-05-25,Pets & Animals,14
Japan,2018-05-26,Pets & Animals,12
Japan,2018-05-27,Pets & Animals,16
Japan,2018-05-28,Pets & Animals,20
Japan,2018-05-29,Pets & Animals,32
Japan,2018-05-30,Pets & Animals,26
Japan,2018-05-31,Pets & Animals,40
Japan,2018-06-01,Pets & Animals,28
Japan,2018-06-02,Pets & Animals,14
Japan,2018-06-03,Pets & Animals,18
Japan,2018-06-04,Pets & Animals,10
Japan,2018-06-05,Pets & Animals,24
Japan,2018-06-06,Pets & Animals,24
Japan,2018-06-07,Pets & Animals,32
Japan,2018-06-08,Pets & Animals,20
Japan,2018-06-09,Pets & Animals,30
Japan,2018-06-10,Pets & Animals,38
Japan,2018-06-11,Pets & Animals,38
Japan,2018-06-12,Pets & Animals,26
Japan,2018-06-13,Pets & Animals,22
Japan,2018-06-14,Pets & Animals,10
Japan,2018-02-08,Science & Technology,8
Japan,2018-02-09,Science & Technology,2
Japan,2018-02-18,Science & Technology,2
Japan,2018-02-20,Science & Technology,2
Japan,2018-02-21,Science & Technology,8
Japan,2018-02-22,Science & Technology,4
Japan,2018-02-24,Science & Technology,4
Japan,2018-02-26,Science & Technology,2
Japan,2018-02-27,Science & Technology,4
Japan,2018-02-28,Science & Technology,4
Japan,2018-03-02,Science & Technology,2
Japan,2018-03-04,Science & Technology,4
Japan,2018-03-07,Science & Technology,2
Japan,2018-03-12,Science & Technology,2
Japan,2018-03-13,Science & Technology,2
Japan,2018-03-14,Science & Technology,2
Japan,2018-03-16,Science & Technology,2
Japan,2018-03-17,Science & Technology,4
Japan,2018-03-18,Science & Technology,2
Japan,2018-03-19,Science & Technology,4
Japan,2018-03-20,Science & Technology,2
Japan,2018-03-21,Science & Technology,2
Japan,2018-03-26,Science & Technology,6
Japan,2018-03-27,Science & Technology,4
Japan,2018-03-28,Science & Technology,4
Japan,2018-03-29,Science & Technology,6
Japan,2018-03-30,Science & Technology,2
Japan,2018-03-31,Science & Technology,4
Japan,2018-04-01,Science & Technology,4
Japan,2018-04-02,Science & Technology,2
Japan,2018-04-07,Science & Technology,2
Japan,2018-04-15,Science & Technology,2
Japan,2018-04-16,Science & Technology,6
Japan,2018-04-17,Science & Technology,4
Japan,2018-04-20,Science & Technology,2
Japan,2018-04-22,Science & Technology,8
Japan,2018-04-23,Science & Technology,2
Japan,2018-04-25,Science & Technology,4
Japan,2018-04-27,Science & Technology,4
Japan,2018-04-28,Science & Technology,4
Japan,2018-04-30,Science & Technology,10
Japan,2018-05-01,Science & Technology,6
Japan,2018-05-03,Science & Technology,2
Japan,2018-05-05,Science & Technology,2
Japan,2018-05-07,Science & Technology,6
Japan,2018-05-08,Science & Technology,4
Japan,2018-05-09,Science & Technology,4
Japan,2018-05-10,Science & Technology,2
Japan,2018-05-11,Science & Technology,2
Japan,2018-05-12,Science & Technology,4
Japan,2018-05-14,Science & Technology,8
Japan,2018-05-15,Science & Technology,2
Japan,2018-05-16,Science & Technology,4
Japan,2018-05-17,Science & Technology,4
Japan,2018-05-18,Science & Technology,4
Japan,2018-05-21,Science & Technology,8
Japan,2018-05-22,Science & Technology,8
Japan,2018-05-23,Science & Technology,12
Japan,2018-05-24,Science & Technology,2
Japan,2018-05-25,Science & Technology,4
Japan,2018-05-26,Science & Technology,4
Japan,2018-05-27,Science & Technology,2
Japan,2018-05-28,Science & Technology,8
Japan,2018-05-29,Science & Technology,2
Japan,2018-05-30,Science & Technology,4
Japan,2018-06-03,Science & Technology,2
Japan,2018-06-04,Science & Technology,6
Japan,2018-06-05,Science & Technology,10
Japan,2018-06-06,Science & Technology,4
Japan,2018-06-07,Science & Technology,4
Japan,2018-06-09,Science & Technology,2
Japan,2018-06-10,Science & Technology,6
Japan,2018-06-11,Science & Technology,4
Japan,2018-06-12,Science & Technology,2
Japan,2018-06-13,Science & Technology,2
Japan,2018-02-07,Sports,8
Japan,2018-02-08,Sports,8
Japan,2018-02-09,Sports,26
Japan,2018-02-10,Sports,22
Japan,2018-02-11,Sports,34
Japan,2018-02-12,Sports,30
Japan,2018-02-13,Sports,28
Japan,2018-02-14,Sports,34
Japan,2018-02-15,Sports,52
Japan,2018-02-16,Sports,26
Japan,2018-02-17,Sports,30
Japan,2018-02-18,Sports,44
Japan,2018-02-19,Sports,36
Japan,2018-02-20,Sports,28
Japan,2018-02-21,Sports,34
Japan,2018-02-22,Sports,22
Japan,2018-02-23,Sports,16
Japan,2018-02-24,Sports,26
Japan,2018-02-25,Sports,68
Japan,2018-02-26,Sports,40
Japan,2018-02-27,Sports,30
Japan,2018-02-28,Sports,22
Japan,2018-03-01,Sports,22
Japan,2018-03-02,Sports,26
Japan,2018-03-03,Sports,26
Japan,2018-03-04,Sports,42
Japan,2018-03-05,Sports,22
Japan,2018-03-06,Sports,12
Japan,2018-03-07,Sports,12
Japan,2018-03-08,Sports,36
Japan,2018-03-09,Sports,16
Japan,2018-03-10,Sports,10
Japan,2018-03-11,Sports,34
Japan,2018-03-12,Sports,46
Japan,2018-03-13,Sports,8
Japan,2018-03-14,Sports,8
Japan,2018-03-16,Sports,24
Japan,2018-03-17,Sports,26
Japan,2018-03-18,Sports,22
Japan,2018-03-19,Sports,64
Japan,2018-03-20,Sports,18
Japan,2018-03-21,Sports,30
Japan,2018-03-22,Sports,28
Japan,2018-03-23,Sports,20
Japan,2018-03-24,Sports,28
Japan,2018-03-25,Sports,46
Japan,2018-03-26,Sports,18
Japan,2018-03-27,Sports,12
Japan,2018-03-28,Sports,20
Japan,2018-03-29,Sports,20
Japan,2018-03-30,Sports,18
Japan,2018-03-31,Sports,44
Japan,2018-04-01,Sports,64
Japan,2018-04-02,Sports,44
Japan,2018-04-03,Sports,24
Japan,2018-04-04,Sports,40
Japan,2018-04-05,Sports,56
Japan,2018-04-06,Sports,52
Japan,2018-04-07,Sports,32
Japan,2018-04-14,Sports,30
Japan,2018-04-15,Sports,50
Japan,2018-04-16,Sports,50
Japan,2018-04-17,Sports,16
Japan,2018-04-18,Sports,24
Japan,2018-04-19,Sports,28
Japan,2018-04-20,Sports,18
Japan,2018-04-21,Sports,38
Japan,2018-04-22,Sports,48
Japan,2018-04-23,Sports,50
Japan,2018-04-24,Sports,28
Japan,2018-04-25,Sports,22
Japan,2018-04-26,Sports,38
Japan,2018-04-27,Sports,20
Japan,2018-04-28,Sports,36
Japan,2018-04-29,Sports,30
Japan,2018-04-30,Sports,12
Japan,2018-05-01,Sports,16
Japan,2018-05-02,Sports,34
Japan,2018-05-03,Sports,44
Japan,2018-05-04,Sports,60
Japan,2018-05-05,Sports,36
Japan,2018-05-06,Sports,50
Japan,2018-05-07,Sports,56
Japan,2018-05-08,Sports,36
Japan,2018-05-09,Sports,22
Japan,2018-05-10,Sports,26
Japan,2018-05-11,Sports,20
Japan,2018-05-12,Sports,26
Japan,2018-05-13,Sports,32
Japan,2018-05-14,Sports,36
Japan,2018-05-15,Sports,32
Japan,2018-05-16,Sports,16
Japan,2018-05-17,Sports,32
Japan,2018-05-18,Sports,8
Japan,2018-05-19,Sports,16
Japan,2018-05-21,Sports,48
Japan,2018-05-22,Sports,16
Japan,2018-05-23,Sports,20
Japan,2018-05-24,Sports,10
Japan,2018-05-25,Sports,34
Japan,2018-05-26,Sports,24
Japan,2018-05-27,Sports,26
Japan,2018-05-28,Sports,36
Japan,2018-05-29,Sports,32
Japan,2018-05-30,Sports,24
Japan,2018-05-31,Sports,44
Japan,2018-06-01,Sports,60
Japan,2018-06-02,Sports,42
Japan,2018-06-03,Sports,30
Japan,2018-06-04,Sports,52
Japan,2018-06-05,Sports,30
Japan,2018-06-06,Sports,8
Japan,2018-06-07,Sports,20
Japan,2018-06-08,Sports,36
Japan,2018-06-09,Sports,26
Japan,2018-06-10,Sports,16
Japan,2018-06-11,Sports,26
Japan,2018-06-12,Sports,28
Japan,2018-06-13,Sports,30
Japan,2018-06-14,Sports,18
Japan,2018-02-07,Travel & Events,8
Japan,2018-02-12,Travel & Events,2
Japan,2018-02-13,Travel & Events,2
Japan,2018-02-16,Travel & Events,4
Japan,2018-02-17,Travel & Events,2
Japan,2018-02-18,Travel & Events,2
Japan,2018-02-19,Travel & Events,6
Japan,2018-02-20,Travel & Events,4
Japan,2018-02-23,Travel & Events,2
Japan,2018-02-24,Travel & Events,4
Japan,2018-02-25,Travel & Events,4
Japan,2018-02-26,Travel & Events,2
Japan,2018-02-27,Travel & Events,4
Japan,2018-02-28,Travel & Events,6
Japan,2018-03-05,Travel & Events,8
Japan,2018-03-07,Travel & Events,8
Japan,2018-03-09,Travel & Events,4
Japan,2018-03-12,Travel & Events,2
Japan,2018-03-13,Travel & Events,4
Japan,2018-03-14,Travel & Events,4
Japan,2018-03-16,Travel & Events,4
Japan,2018-03-17,Travel & Events,6
Japan,2018-03-21,Travel & Events,12
Japan,2018-03-22,Travel & Events,4
Japan,2018-03-23,Travel & Events,8
Japan,2018-03-25,Travel & Events,4
Japan,2018-03-26,Travel & Events,4
Japan,2018-03-29,Travel & Events,4
Japan,2018-03-30,Travel & Events,2
Japan,2018-04-03,Travel & Events,4
Japan,2018-04-04,Travel & Events,6
Japan,2018-04-05,Travel & Events,4
Japan,2018-04-07,Travel & Events,2
Japan,2018-04-14,Travel & Events,2
Japan,2018-04-15,Travel & Events,4
Japan,2018-04-16,Travel & Events,8
Japan,2018-04-17,Travel & Events,4
Japan,2018-04-18,Travel & Events,4
Japan,2018-04-20,Travel & Events,2
Japan,2018-04-22,Travel & Events,2
Japan,2018-04-23,Travel & Events,2
Japan,2018-04-24,Travel & Events,4
Japan,2018-04-25,Travel & Events,2
Japan,2018-04-26,Travel & Events,6
Japan,2018-04-29,Travel & Events,4
Japan,2018-05-01,Travel & Events,2
Japan,2018-05-05,Travel & Events,2
Japan,2018-05-06,Travel & Events,6
Japan,2018-05-09,Travel & Events,4
Japan,2018-05-10,Travel & Events,4
Japan,2018-05-11,Travel & Events,2
Japan,2018-05-13,Travel & Events,4
Japan,2018-05-18,Travel & Events,4
Japan,2018-05-21,Travel & Events,4
Japan,2018-05-22,Travel & Events,4
Japan,2018-05-24,Travel & Events,4
Japan,2018-05-25,Travel & Events,4
Japan,2018-05-26,Travel & Events,4
Japan,2018-05-27,Travel & Events,2
Japan,2018-05-31,Travel & Events,4
Japan,2018-06-01,Travel & Events,4
Japan,2018-06-02,Travel & Events,4
Japan,2018-06-03,Travel & Events,4
Japan,2018-06-04,Travel & Events,4
Japan,2018-06-07,Travel & Events,4
Japan,2018-06-12,Travel & Events,4
Japan,2018-06-13,Travel & Events,4
Japan,2018-06-14,Travel & Events,4
Russia,2017-11-14,Autos & Vehicles,22
Russia,2017-11-15,Autos & Vehicles,20
Russia,2017-11-16,Autos & Vehicles,22
Russia,2017-11-17,Autos & Vehicles,24
Russia,2017-11-18,Autos & Vehicles,18
Russia,2017-11-19,Autos & Vehicles,18
Russia,2017-11-20,Autos & Vehicles,14
Russia,2017-11-21,Autos & Vehicles,22
Russia,2017-11-22,Autos & Vehicles,16
Russia,2017-11-23,Autos & Vehicles,22
Russia,2017-11-24,Autos & Vehicles,12
Russia,2017-11-25,Autos & Vehicles,18
Russia,2017-11-26,Autos & Vehicles,16
Russia,2017-11-27,Autos & Vehicles,22
Russia,2017-11-28,Autos & Vehicles,16
Russia,2017-11-29,Autos & Vehicles,24
Russia,2017-11-30,Autos & Vehicles,14
Russia,2017-12-01,Autos & Vehicles,14
Russia,2017-12-02,Autos & Vehicles,20
Russia,2017-12-03,Autos & Vehicles,16
Russia,2017-12-04,Autos & Vehicles,16
Russia,2017-12-05,Autos & Vehicles,24
Russia,2017-12-06,Autos & Vehicles,12
Russia,2017-12-07,Autos & Vehicles,12
Russia,2017-12-08,Autos & Vehicles,24
Russia,2017-12-09,Autos & Vehicles,26
Russia,2017-12-10,Autos & Vehicles,14
Russia,2017-12-11,Autos & Vehicles,10
Russia,2017-12-12,Autos & Vehicles,30
Russia,2017-12-13,Autos & Vehicles,18
Russia,2017-12-14,Autos & Vehicles,16
Russia,2017-12-15,Autos & Vehicles,24
Russia,2017-12-16,Autos & Vehicles,12
Russia,2017-12-17,Autos & Vehicles,14
Russia,2017-12-18,Autos & Vehicles,14
Russia,2017-12-19,Autos & Vehicles,28
Russia,2017-12-20,Autos & Vehicles,16
Russia,2017-12-21,Autos & Vehicles,14
Russia,2017-12-22,Autos & Vehicles,12
Russia,2017-12-23,Autos & Vehicles,14
Russia,2017-12-24,Autos & Vehicles,6
Russia,2017-12-25,Autos & Vehicles,10
Russia,2017-12-26,Autos & Vehicles,20
Russia,2017-12-27,Autos & Vehicles,14
Russia,2017-12-28,Autos & Vehicles,26
Russia,2017-12-29,Autos & Vehicles,18
Russia,2017-12-30,Autos & Vehicles,14
Russia,2017-12-31,Autos & Vehicles,8
Russia,2018-01-01,Autos & Vehicles,8
Russia,2018-01-02,Autos & Vehicles,4
Russia,2018-01-03,Autos & Vehicles,8
Russia,2018-01-04,Autos & Vehicles,8
Russia,2018-01-05,Autos & Vehicles,18
Russia,2018-01-06,Autos & Vehicles,8
Russia,2018-01-07,Autos & Vehicles,14
Russia,2018-01-08,Autos & Vehicles,10
Russia,2018-01-09,Autos & Vehicles,20
Russia,2018-01-12,Autos & Vehicles,12
Russia,2018-01-13,Autos & Vehicles,12
Russia,2018-01-14,Autos & Vehicles,12
Russia,2018-01-15,Autos & Vehicles,10
Russia,2018-01-16,Autos & Vehicles,22
Russia,2018-01-17,Autos & Vehicles,16
Russia,2018-01-18,Autos & Vehicles,18
Russia,2018-01-19,Autos & Vehicles,12
Russia,2018-01-20,Autos & Vehicles,16
Russia,2018-01-21,Autos & Vehicles,6
Russia,2018-01-22,Autos & Vehicles,6
Russia,2018-01-23,Autos & Vehicles,12
Russia,2018-01-24,Autos & Vehicles,14
Russia,2018-01-25,Autos & Vehicles,12
Russia,2018-01-26,Autos & Vehicles,12
Russia,2018-01-27,Autos & Vehicles,16
Russia,2018-01-28,Autos & Vehicles,10
Russia,2018-01-29,Autos & Vehicles,14
Russia,2018-01-30,Autos & Vehicles,18
Russia,2018-01-31,Autos & Vehicles,22
Russia,2018-02-01,Autos & Vehicles,14
Russia,2018-02-02,Autos & Vehicles,20
Russia,2018-02-03,Autos & Vehicles,18
Russia,2018-02-04,Autos & Vehicles,16
Russia,2018-02-05,Autos & Vehicles,6
Russia,2018-02-06,Autos & Vehicles,20
Russia,2018-02-07,Autos & Vehicles,24
Russia,2018-02-08,Autos & Vehicles,20
Russia,2018-02-09,Autos & Vehicles,18
Russia,2018-02-10,Autos & Vehicles,12
Russia,2018-02-11,Autos & Vehicles,10
Russia,2018-02-12,Autos & Vehicles,18
Russia,2018-02-13,Autos & Vehicles,24
Russia,2018-02-14,Autos & Vehicles,20
Russia,2018-02-15,Autos & Vehicles,18
Russia,2018-02-16,Autos & Vehicles,20
Russia,2018-02-17,Autos & Vehicles,18
Russia,2018-02-18,Autos & Vehicles,22
Russia,2018-02-19,Autos & Vehicles,14
Russia,2018-02-20,Autos & Vehicles,20
Russia,2018-02-21,Autos & Vehicles,24
Russia,2018-02-22,Autos & Vehicles,10
Russia,2018-02-23,Autos & Vehicles,18
Russia,2018-02-24,Autos & Vehicles,12
Russia,2018-02-25,Autos & Vehicles,16
Russia,2018-02-26,Autos & Vehicles,12
Russia,2018-02-27,Autos & Vehicles,22
Russia,2018-02-28,Autos & Vehicles,12
Russia,2018-03-01,Autos & Vehicles,18
Russia,2018-03-02,Autos & Vehicles,12
Russia,2018-03-03,Autos & Vehicles,12
Russia,2018-03-04,Autos & Vehicles,6
Russia,2018-03-05,Autos & Vehicles,26
Russia,2018-03-06,Autos & Vehicles,16
Russia,2018-03-07,Autos & Vehicles,18
Russia,2018-03-08,Autos & Vehicles,20
Russia,2018-03-09,Autos & Vehicles,16
Russia,2018-03-10,Autos & Vehicles,12
Russia,2018-03-11,Autos & Vehicles,12
Russia,2018-03-12,Autos & Vehicles,12
Russia,2018-03-13,Autos & Vehicles,14
Russia,2018-03-14,Autos & Vehicles,14
Russia,2018-03-15,Autos & Vehicles,8
Russia,2018-03-16,Autos & Vehicles,22
Russia,2018-03-17,Autos & Vehicles,8
Russia,2018-03-18,Autos & Vehicles,6
Russia,2018-03-19,Autos & Vehicles,6
Russia,2018-03-20,Autos & Vehicles,28
Russia,2018-03-21,Autos & Vehicles,20
Russia,2018-03-22,Autos & Vehicles,12
Russia,2018-03-23,Autos & Vehicles,18
Russia,2018-03-24,Autos & Vehicles,16
Russia,2018-03-25,Autos & Vehicles,8
Russia,2018-03-26,Autos & Vehicles,10
Russia,2018-03-27,Autos & Vehicles,4
Russia,2018-03-28,Autos & Vehicles,2
Russia,2018-03-29,Autos & Vehicles,4
Russia,2018-03-30,Autos & Vehicles,18
Russia,2018-03-31,Autos & Vehicles,16
Russia,2018-04-01,Autos & Vehicles,2
Russia,2018-04-02,Autos & Vehicles,14
Russia,2018-04-03,Autos & Vehicles,10
Russia,2018-04-04,Autos & Vehicles,6
Russia,2018-04-05,Autos & Vehicles,12
Russia,2018-04-06,Autos & Vehicles,18
Russia,2018-04-07,Autos & Vehicles,10
Russia,2018-04-14,Autos & Vehicles,18
Russia,2018-04-15,Autos & Vehicles,6
Russia,2018-04-16,Autos & Vehicles,14
Russia,2018-04-17,Autos & Vehicles,16
Russia,2018-04-18,Autos & Vehicles,8
Russia,2018-04-19,Autos & Vehicles,16
Russia,2018-04-20,Autos & Vehicles,14
Russia,2018-04-21,Autos & Vehicles,12
Russia,2018-04-22,Autos & Vehicles,10
Russia,2018-04-23,Autos & Vehicles,8
Russia,2018-04-24,Autos & Vehicles,18
Russia,2018-04-25,Autos & Vehicles,8
Russia,2018-04-26,Autos & Vehicles,14
Russia,2018-04-27,Autos & Vehicles,18
Russia,2018-04-28,Autos & Vehicles,10
Russia,2018-04-29,Autos & Vehicles,16
Russia,2018-04-30,Autos & Vehicles,10
Russia,2018-05-01,Autos & Vehicles,16
Russia,2018-05-02,Autos & Vehicles,6
Russia,2018-05-03,Autos & Vehicles,14
Russia,2018-05-04,Autos & Vehicles,18
Russia,2018-05-05,Autos & Vehicles,10
Russia,2018-05-06,Autos & Vehicles,8
Russia,2018-05-07,Autos & Vehicles,6
Russia,2018-05-08,Autos & Vehicles,20
Russia,2018-05-09,Autos & Vehicles,18
Russia,2018-05-10,Autos & Vehicles,6
Russia,2018-05-11,Autos & Vehicles,20
Russia,2018-05-12,Autos & Vehicles,18
Russia,2018-05-13,Autos & Vehicles,6
Russia,2018-05-14,Autos & Vehicles,12
Russia,2018-05-15,Autos & Vehicles,18
Russia,2018-05-16,Autos & Vehicles,14
Russia,2018-05-17,Autos & Vehicles,14
Russia,2018-05-18,Autos & Vehicles,16
Russia,2018-05-19,Autos & Vehicles,12
Russia,2018-05-20,Autos & Vehicles,12
Russia,2018-05-21,Autos & Vehicles,12
Russia,2018-05-22,Autos & Vehicles,12
Russia,2018-05-23,Autos & Vehicles,16
Russia,2018-05-24,Autos & Vehicles,24
Russia,2018-05-25,Autos & Vehicles,24
Russia,2018-05-26,Autos & Vehicles,20
Russia,2018-05-27,Autos & Vehicles,14
Russia,2018-05-28,Autos & Vehicles,26
Russia,2018-05-29,Autos & Vehicles,18
Russia,2018-05-30,Autos & Vehicles,16
Russia,2018-05-31,Autos & Vehicles,24
Russia,2018-06-01,Autos & Vehicles,18
Russia,2018-06-02,Autos & Vehicles,18
Russia,2018-06-03,Autos & Vehicles,20
Russia,2018-06-04,Autos & Vehicles,28
Russia,2018-06-05,Autos & Vehicles,12
Russia,2018-06-06,Autos & Vehicles,10
Russia,2018-06-07,Autos & Vehicles,20
Russia,2018-06-08,Autos & Vehicles,16
Russia,2018-06-09,Autos & Vehicles,14
Russia,2018-06-10,Autos & Vehicles,20
Russia,2018-06-11,Autos & Vehicles,22
Russia,2018-06-12,Autos & Vehicles,22
Russia,2018-06-13,Autos & Vehicles,22
Russia,2018-06-14,Autos & Vehicles,18
Russia,2017-11-14,Comedy,18
Russia,2017-11-15,Comedy,36
Russia,2017-11-16,Comedy,24
Russia,2017-11-17,Comedy,32
Russia,2017-11-18,Comedy,22
Russia,2017-11-19,Comedy,22
Russia,2017-11-20,Comedy,28
Russia,2017-11-21,Comedy,18
Russia,2017-11-22,Comedy,28
Russia,2017-11-23,Comedy,26
Russia,2017-11-24,Comedy,20
Russia,2017-11-25,Comedy,28
Russia,2017-11-26,Comedy,34
Russia,2017-11-27,Comedy,28
Russia,2017-11-28,Comedy,20
Russia,2017-11-29,Comedy,26
Russia,2017-11-30,Comedy,24
Russia,2017-12-01,Comedy,20
Russia,2017-12-02,Comedy,24
Russia,2017-12-03,Comedy,30
Russia,2017-12-04,Comedy,34
Russia,2017-12-05,Comedy,24
Russia,2017-12-06,Comedy,34
Russia,2017-12-07,Comedy,26
Russia,2017-12-08,Comedy,36
Russia,2017-12-09,Comedy,46
Russia,2017-12-10,Comedy,48
Russia,2017-12-11,Comedy,40
Russia,2017-12-12,Comedy,28
Russia,2017-12-13,Comedy,36
Russia,2017-12-14,Comedy,34
Russia,2017-12-15,Comedy,28
Russia,2017-12-16,Comedy,26
Russia,2017-12-17,Comedy,24
Russia,2017-12-18,Comedy,38
Russia,2017-12-19,Comedy,22
Russia,2017-12-20,Comedy,24
Russia,2017-12-21,Comedy,28
Russia,2017-12-22,Comedy,28
Russia,2017-12-23,Comedy,30
Russia,2017-12-24,Comedy,46
Russia,2017-12-25,Comedy,34
Russia,2017-12-26,Comedy,26
Russia,2017-12-27,Comedy,30
Russia,2017-12-28,Comedy,26
Russia,2017-12-29,Comedy,26
Russia,2017-12-30,Comedy,40
Russia,2017-12-31,Comedy,48
Russia,2018-01-01,Comedy,44
Russia,2018-01-02,Comedy,44
Russia,2018-01-03,Comedy,30
Russia,2018-01-04,Comedy,26
Russia,2018-01-05,Comedy,22
Russia,2018-01-06,Comedy,30
Russia,2018-01-07,Comedy,34
Russia,2018-01-08,Comedy,26
Russia,2018-01-09,Comedy,26
Russia,2018-01-12,Comedy,32
Russia,2018-01-13,Comedy,22
Russia,2018-01-14,Comedy,24
Russia,2018-01-15,Comedy,32
Russia,2018-01-16,Comedy,18
Russia,2018-01-17,Comedy,24
Russia,2018-01-18,Comedy,32
Russia,2018-01-19,Comedy,24
Russia,2018-01-20,Comedy,24
Russia,2018-01-21,Comedy,30
Russia,2018-01-22,Comedy,24
Russia,2018-01-23,Comedy,24
Russia,2018-01-24,Comedy,22
Russia,2018-01-25,Comedy,16
Russia,2018-01-26,Comedy,30
Russia,2018-01-27,Comedy,24
Russia,2018-01-28,Comedy,28
Russia,2018-01-29,Comedy,28
Russia,2018-01-30,Comedy,16
Russia,2018-01-31,Comedy,26
Russia,2018-02-01,Comedy,20
Russia,2018-02-02,Comedy,26
Russia,2018-02-03,Comedy,38
Russia,2018-02-04,Comedy,36
Russia,2018-02-05,Comedy,26
Russia,2018-02-06,Comedy,28
Russia,2018-02-07,Comedy,34
Russia,2018-02-08,Comedy,32
Russia,2018-02-09,Comedy,28
Russia,2018-02-10,Comedy,32
Russia,2018-02-11,Comedy,48
Russia,2018-02-12,Comedy,28
Russia,2018-02-13,Comedy,16
Russia,2018-02-14,Comedy,30
Russia,2018-02-15,Comedy,18
Russia,2018-02-16,Comedy,26
Russia,2018-02-17,Comedy,34
Russia,2018-02-18,Comedy,28
Russia,2018-02-19,Comedy,22
Russia,2018-02-20,Comedy,18
Russia,2018-02-21,Comedy,34
Russia,2018-02-22,Comedy,30
Russia,2018-02-23,Comedy,32
Russia,2018-02-24,Comedy,40
Russia,2018-02-25,Comedy,30
Russia,2018-02-26,Comedy,26
Russia,2018-02-27,Comedy,26
Russia,2018-02-28,Comedy,40
Russia,2018-03-01,Comedy,30
Russia,2018-03-02,Comedy,18
Russia,2018-03-03,Comedy,24
Russia,2018-03-04,Comedy,40
Russia,2018-03-05,Comedy,22
Russia,2018-03-06,Comedy,36
Russia,2018-03-07,Comedy,34
Russia,2018-03-08,Comedy,34
Russia,2018-03-09,Comedy,32
Russia,2018-03-10,Comedy,40
Russia,2018-03-11,Comedy,38
Russia,2018-03-12,Comedy,34
Russia,2018-03-13,Comedy,20
Russia,2018-03-14,Comedy,18
Russia,2018-03-15,Comedy,26
Russia,2018-03-16,Comedy,18
Russia,2018-03-17,Comedy,36
Russia,2018-03-18,Comedy,34
Russia,2018-03-19,Comedy,24
Russia,2018-03-20,Comedy,18
Russia,2018-03-21,Comedy,24
Russia,2018-03-22,Comedy,40
